Source,Target,Weight
18,107,29.299880033528954
93,107,26.29146633095843
111,107,53.17990345536857
55,107,34.587092658719804
12,107,40.95142172605998
13,107,28.356535431019818
82,108,33.690669075658285
40,108,21.210956925188103
89,108,20.16560629687762
73,109,20.24069060325144
56,109,29.945400773839893
67,109,20.860246776482484
70,110,41.03704549651282
42,110,22.2164407540198
22,110,31.264824668848835
21,110,25.13313076574851
26,110,24.9192961821526
50,110,28.87017059988903
55,111,26.468391555977572
107,111,53.17990345536857
30,111,24.228201856682702
18,111,38.95749217569616
12,111,28.15902333873328
0,111,32.35092522005943
18,112,24.67314754872217
65,113,43.41882511710604
94,113,48.62033486702057
45,113,34.712865071200625
44,113,46.36509077387072
51,114,42.72166845881278
